,content,sentiment
18172, lol i know  and haha..did you fall asleep?? or just get bored of shaun :p joke,worry
18173,This is dumb. I keep losing followers!,sadness
18175,?sucks!?..,neutral
18176,big sis moved out 2day  its gna b weird without her! X,sadness
18177,  Anyone who can wear Victoria's Secret must submit pictures for the rest of us who cannot. My secrets must stay secret.,hate
18178,acsvxdcbgfn soccer now. shall see young phoebe after D: I don't want her dressed up though,fun
18179,Friday night... And I'm not doing anything!!  But I might go have some tacos at the lunch truck in Pasadena .... Just maybe.,worry
18180, http://twitpic.com/67kb6 - Sad day!  What a great guy and enthusiastic teacher.,sadness
18181, http://twitpic.com/67w20 - Jordan baby was talking to me!!!! I wish I coulda met you!! ugh,surprise
18182,another friday night with nothing to do ...boyfriend works until 1am,sadness
18183, I just changed the backgroung but now I have no profile ppicture,neutral
18184,of course im almost there and theres traffic,relief
18185,Can't believe preseason doesn't start until August  football with drawls..,sadness
18186,"Oh, are we pushing the #GQMF trend tonight? Awesome. (I am woefully behind on my ontd_startrek reading  )",love
18187," Now, I can't call your kitten by its new name, because Ryan makes fun of the way I say kitten.",happiness
18188, i graduate at 9am on Sunday June 14th...,happiness
18190," I'm sorry, but x-men sucks... in a bad way!  ;p",hate
18191," Tuned to listen, but had a 1:30 meeting. Now know that my high school/college French doesn't cut it anymore.",sadness
18192,The engine on my car blew,worry
18193," im sure  s'okay, ill save my $$ and before u know it weiss will be mine.",neutral
18194,@ Up in 3D with the boys. Grandpa had to go.  - http://bkite.com/07YeZ,love
18195," here is winter, but not snow",neutral
18196,"... I want to die. I want to TAKE my own life, forever. She's trying to get me to do a duet.",happiness
18197,Missing everybody  http://myloc.me/21S1,neutral
18198,Home. Got some nice plugs but no chipotle,sadness
18199,I'm all stuffted up but I gotta gets up &amp; go netball,relief
18200,Ugh.  Las #vegas airport is at a &quot;ground stop&quot; which means I'm stuck in the plane on the tarmac (again) at LAX.,relief
18201,Having internet access on board means I can see what bad weather we are flying into   http://bit.ly/h14Tw,happiness
18202,my sister just ripped my heart outta myy fukkn chest.  im super hurt right now. she's all i ever needed in this life.,surprise
18203, do u ever answer ur fans on here?? i wish u would. i have a question i've been wanting to ask u for months,neutral
18204,It would be that Dover race that they played on Classic.,neutral
18205,good news: finally finished my #EASactive workout that has been paused for 6 hours. bad news: my resistance band is torn,love
18206,aleesha's piggy died  she can't catch a fucking break man,sadness
18207,"Well, Sacramento, I hope you appreciate Rivkah Sass &amp; treat her well. I'll be sitting here in Omaha, pouting",worry
18208, i mean we mite do sumthn.... what u doin hope i get 2 c u b4 u head bak,enthusiasm
18209,stopped for coffee at Maryland rest area; so did at least five entire middle schools; just my luck,surprise
18210,cannot believe someone smashed my car window and stole my laptop  they obviously dont have a mum!!!,surprise
18211," they really do need to mind their own business, eating disorders are NOT the only reason people have to vomit, assholes",hate
18212, we won't be in town  email me if there is another one though.,relief
18213,Caught in a herd of somalions,worry
18214,WHY DOES MY COUSIN PICK TODAY TO NOT TURN UP EARLY,worry
18215, I feel your pain... dont you hate those days,worry
18216,left my phone at home and wont get it back till 4am. dont call me!!,neutral
18217,"I had a realization today, and it made me sad  But at least the healing can begin.",sadness
18218,"Um. Why can't I write smut tonight? I like smut. I want to write smut. Yet, nothing. No smut.",fun
18219," get better omg i still dont believe that i didn'tgot a picture with you  it's soo sad, i don't now when i'm gonna see u again",surprise
18220, i know its awful  but never fear i've got loads of funds so we can have a drunken catch up post-exams ja?,sadness
18222,Ok so any ideas of what to do tomorrow to make it fun? Cause i dont know what to do,enthusiasm
18223,"Two months ago, I became worthless.",neutral
18224, :o exams. YUCK    that will be hectic!,worry
18225, Yes yes Is. Ima Guna Be On For a While Lol.,happiness
18226, *HUGS you*  awwww......i'm sorry you are feeling sad E!,sadness
18227, Oh nooo  I'm sorry you can't go!,worry
18228, INNERCHILD!SARAH LIKES COOKIES AND IS SAD THAT YOU FEEL SAD AND GUILTY,sadness
18229, unfortunately yes,sadness
18230, How would I know if u didn't tell me??? Too busy cakin to pay me any attention,worry
18231,Sum1 plz cheer me up,sadness
18232," ..ok brother...did you change your num and not give it to me, AGAIN??? smh..you no good dude",hate
18233, come back to canada soon  we'll miss you!!,sadness
18234, sure i can talk....the fabulous sex part though is out  sorry dear,sadness
18235,Im soooooooo damn hungry!! wat 2 eat??,worry
18236,": what a cute pic of the girls, and so vibrant.  I didn't get anything cpeven close.",neutral
18237,: I knowww yur mother is being a bitch and she doesn't want to take me to the movies  bitch,sadness
18238, I was about the followfriday you back and it turned to saturday  Theres always next week! Any movements on the photo site?,neutral
18239, aww noooo that doesn't sound too great,worry
18240, I'm not sure as I've never used it. Sorry,sadness
18241, late reply again! I have Tweetdeck.  Just always have to logged onto my work account   and forget to check my personal account.,neutral
18242,shiiiiiiiiiiiiiiiiiiiiiiiiiiiiiit advanced databases in 8 hours and 13 minutes  fail,worry
18243,7pm and I'm just now leaving my desk.  And just last week I was on a safari. My how time flies.  What's good for the weekend? JBII,happiness
18244, Maaan if I was in pain I'd come. I wanna come  eat some 4 me lol *rolls eyes*,hate
18245, the ordered me a new blackberry to arrive TUES! I may die between now and them without phone  I have withdraws already,sadness
18246,Confused about Twitter  everyone on Twitter follow me!,neutral
18247,iPhone is doing that &quot;not opening downloaded apps&quot; thing and I forgot my cord at home,worry
18248, people just don't appreciate nature. it's sad. did the lil dude survive?,worry
18249, awww. well before we know it youll be back visiting XD we will hang out constantly and have another heartbreaking goodbye,happiness
18250,"I REALLY WANT TO GO TO artesia , cerritos on sunday for QUEST! LOL. imma die if i dont",enthusiasm
18251, Damn,worry
18252," Now that I think about it, when I get to the States, they'll probably still be touring, so they won't be there  Dammit!",sadness
18253, iPhone is doing that &quot;not opening downloaded apps&quot; thing and I forgot my cord at home,sadness
18254,I will miss the soccer moms,worry
18255,i have poop on my shirt and a insanely cracked screen on my iphone. daaaang.,neutral
18256,oh and #antiboyle didn't work out either  never too much of a bad thing eh uk eh,sadness
18257,iamkiara__  im so sick  I fell over last night outside coz I was putting something in the bin,worry
18258," Oh, I totally want to see Star Trek!  But Kristine had already seen it with her hubby.",sadness
18259,A little irked at the moment,worry
18260,Just realized all his fantastic nerdfriends no longer live in Rochester,surprise
18261, I need one too.,sadness
18262,Dentist  my tooth really hurts! &amp;0hhh yeahh I'm with this girl  maybe you know her? She was Kate on lizzie mcguireee!&lt;3,worry
18263, yum. Do you do home delivery,neutral
18264,"I'm fighting off feeling sick. Hoping it's just tired. I'm really not feeling too well, though",worry
18265," i wanna a picture with u, in the hotel the security didn't allow me  it's so sad, i don't even know when i'm gonna see u again",worry
18266,Mrs.Bates left,sadness
18267,Greenville Drive games just aren't the same without the &quot;Baseball Guy&quot; clown.,worry
18268,Ecaytrade people who said you'd come by stuff at 6:30..where are you ? Bugs me when people no-show,surprise
18269,fighting a cold.,worry
18270, IKR. but i hate the lack of troyella  ggmow always makes me so sad,sadness
18271,Aww I have a tummy ache,worry
18272,how sad was Hollyoaks,sadness
18273,driving past Tattered Cover w/o stopping  promising myself to make time next week.,worry
18274,  im so sick  I fell over last night outside coz I was putting something in the bin,surprise
18275, lol you saw where I was going with that...both of my last names are to common nothing special on me,fun
18276," yeah I'd just uploaded 20 pics &amp; positioned them just right, then 'poof' gone, before I could save",worry
18278,11 Days left until freedom. I really just want to get through this weekend. I hate essays.,hate
18279,Exhausted after a 58 hour work week,sadness
18280,I need people to shoot so I can work on my new post processing technique.. but I need to show off the PP before people will want to!,worry
18281, uh oh u gonna fire somebody??,worry
18282,Driving home to trade cars  hopefully it makes it! http://myloc.me/21SL,worry
18283, Maaan if I wasnt in pain I'd come. I wanna come  eat some 4 me lol *rolls eyes*,happiness
18284, i have bad news... i have to go take the dog for a walk--they're upset w/me!,sadness
18285,"Drat. All my land boots died at once. I think of boots like parsley- one going to seed, the other first season. What to do now?",sadness
18286,Got out of work late. Lame! Busy day.,sadness
18287, so sad u cancelled silverstone show  better see u in sandown park!,sadness
18288,Thinking about Debra leaving in July.,worry
18289," Oh, and I went with my friend to MYOH last night but they ran out of tarsier pins. So sad. He was really cute.",sadness
